playlist_name,track_name,artist,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,url,cover
Your Top Songs 2019,God's Plan,Drake,198973,7,1,4,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,0.357,77.169,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
Your Top Songs 2019,Black Sheep,Jacob Lee,193577,4,0,4,0.0188,0.628,0.681,0.0,0.54,-4.331,0.0297,0.185,121.952,https://open.spotify.com/track/2BLK2ADyRyfVizgGYhd2GP,https://i.scdn.co/image/ab67616d0000b2739fd618bb5f62ad3f0dc1c5aa
Your Top Songs 2019,Starlight,STARSET,286773,7,0,4,0.034,0.454,0.813,0.0,0.0755,-8.527,0.0444,0.246,99.997,https://open.spotify.com/track/2LWkwN5Kt8mebRFBee4EGX,https://i.scdn.co/image/ab67616d0000b273a51a854b037ead2c9b7e25d3
Your Top Songs 2019,Power,"Hardwell, KSHMR",148837,5,0,4,0.000427,0.49,0.907,0.0,0.116,-4.063,0.108,0.21,132.057,https://open.spotify.com/track/4CVOUJki8YUWol3jhLphgs,https://i.scdn.co/image/ab67616d0000b273657f264c53a14d63ddb31c60
Your Top Songs 2019,No Vacancy,OneRepublic,223190,5,1,4,0.0556,0.72,0.727,0.0,0.138,-3.882,0.0489,0.481,99.994,https://open.spotify.com/track/4QeoDcR16IHpmmgFGQDrCp,https://i.scdn.co/image/ab67616d0000b27393dd62dec8ea4eda4d18e446
Your Top Songs 2019,Without You (feat. Sandro Cavazza),"Avicii, Sandro Cavazza",181673,2,1,4,0.00163,0.662,0.858,0.0,0.0456,-4.844,0.0428,0.295,133.993,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,https://i.scdn.co/image/ab67616d0000b273a26cc58b4d64c2ece3376389
Your Top Songs 2019,Heartbeats,Nine Lashes,178775,7,1,4,0.00205,0.552,0.802,0.0,0.43,-6.233,0.0357,0.68,137.986,https://open.spotify.com/track/7o0YbLDuI0UIZLax3hv4xk,https://i.scdn.co/image/ab67616d0000b27346fbe49112b26856a82adeb6
Your Top Songs 2019,Unforgettable,"French Montana, Swae Lee",233902,6,1,4,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,0.733,97.985,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07
Your Top Songs 2019,Gaz,"SkennyBeatz, Ernim Ibrahimi, Fidan Hajrizi, Dzemailov",204875,7,0,4,0.00858,0.858,0.82,0.0,0.18,-3.339,0.148,0.698,107.968,https://open.spotify.com/track/57dDoKyRKo3PKaDJtjmYNi,https://i.scdn.co/image/ab67616d0000b27321485bba91251f7eebf1134a
Your Top Songs 2019,Pumped Up,Klingande,177073,0,1,4,0.00719,0.732,0.734,1.49e-05,0.34,-6.423,0.107,0.643,123.033,https://open.spotify.com/track/6lFbdi743kgerMZDjSqbuA,https://i.scdn.co/image/ab67616d0000b273df511b5942f57477737ca0b0
Your Top Songs 2019,People Change,Mipso,212853,7,1,4,0.884,0.374,0.276,0.0123,0.122,-14.945,0.0353,0.412,80.169,https://open.spotify.com/track/3Ed55g8hCz1GmqRTelIPIW,https://i.scdn.co/image/ab67616d0000b273a0df886f55a94940157b3d86
Your Top Songs 2019,Chariot,Jacob Lee,264682,8,1,4,0.105,0.499,0.547,0.0,0.0982,-6.54,0.032,0.3,66.048,https://open.spotify.com/track/6Lc2FXyK5w5grxHOcEPUpl,https://i.scdn.co/image/ab67616d0000b2736adaac224ca307f6748e224f
Your Top Songs 2019,Hipsazhop,SkennyBeatz,96250,0,1,4,0.136,0.364,0.732,0.927,0.0941,-6.054,0.0449,0.666,89.753,https://open.spotify.com/track/1qJLzLo4JBiwpg7yVCi4Yt,https://i.scdn.co/image/ab67616d0000b27389d55e998e807bd9186519b2
Your Top Songs 2019,Notice,Little Mix,214693,1,0,3,0.351,0.445,0.595,0.0,0.115,-4.477,0.0699,0.409,131.032,https://open.spotify.com/track/3j6w635W6AKCxt98kZ3RIv,https://i.scdn.co/image/ab67616d0000b27315174e2b2347b5ffbea6dbf0
Your Top Songs 2019,Love You To Death,STARSET,332747,8,0,4,0.00327,0.486,0.638,0.0348,0.105,-7.123,0.0327,0.143,114.062,https://open.spotify.com/track/2LuRzZYzXHJDL2uyOAjZxa,https://i.scdn.co/image/ab67616d0000b2734ab1e0125a348a3ca3f6623b
Your Top Songs 2019,I for Little Things,Easy Wanderlings,225112,4,1,4,0.55,0.599,0.406,0.00191,0.0852,-11.989,0.031,0.135,101.88,https://open.spotify.com/track/5FPR2368qwMCNyA8hIV8cK,https://i.scdn.co/image/ab67616d0000b27325d3a9a2ca5675971aab963d
Your Top Songs 2019,Te Ka Lalo,SkennyBeatz,192018,2,1,4,0.00371,0.65,0.743,0.762,0.134,-2.454,0.0366,0.157,125.019,https://open.spotify.com/track/7E0EXOMXtA0tObHsde8tk4,https://i.scdn.co/image/ab67616d0000b27300c869a723f1219dd312532e
Your Top Songs 2019,Breadcrumbs,Jacob Lee,272956,11,1,4,0.631,0.355,0.464,0.0,0.134,-7.024,0.0287,0.243,153.69,https://open.spotify.com/track/1MQZ1EBQlgPOAzzC4PIRHl,https://i.scdn.co/image/ab67616d0000b273e25a9e3f6b4ccdd6bf8168d3
Your Top Songs 2019,Say My Name,"David Guetta, Bebe Rexha, J Balvin",198947,10,0,4,0.137,0.703,0.66,0.0,0.192,-5.119,0.123,0.79,95.031,https://open.spotify.com/track/3MoV1UsAJmz64LHqyiRMp0,https://i.scdn.co/image/ab67616d0000b273361fc37abb522361121bc3c1
Your Top Songs 2018,rockstar,Sofia Karlberg,213530,9,0,4,0.751,0.558,0.543,4.25e-05,0.093,-7.174,0.0305,0.274,129.965,https://open.spotify.com/track/2EaTkK1tyxPqgJ5lExxdIx,https://i.scdn.co/image/ab67616d0000b27392572afff40f46d6b6002b55
Your Top Songs 2018,TG4M,Zara Larsson,172893,3,0,4,0.0235,0.667,0.648,1.52e-05,0.0427,-6.398,0.0626,0.589,95.031,https://open.spotify.com/track/4uoumbAMEMaKdtiv763jKz,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Your Top Songs 2018,Wreak Havoc,Skylar Grey,228947,1,1,3,0.00844,0.607,0.827,6.31e-06,0.336,-3.402,0.0464,0.0959,110.917,https://open.spotify.com/track/17Y4HMDNr3FGAAiORjRbGW,https://i.scdn.co/image/ab67616d0000b2738fd3753c16c3992b8f401418
Your Top Songs 2018,I Miss You (feat. Julia Michaels),"Clean Bandit, Julia Michaels",205748,3,1,4,0.245,0.638,0.658,3.77e-06,0.0919,-6.318,0.0456,0.33,105.076,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL,https://i.scdn.co/image/ab67616d0000b2738341ce7a7a1f4ab4182823d5
Your Top Songs 2018,Whatever It Takes,Imagine Dragons,201240,1,1,4,0.0409,0.675,0.674,0.0,0.128,-4.984,0.0305,0.569,134.941,https://open.spotify.com/track/0yt31hMKZMiyIEfiBiLD2N,https://i.scdn.co/image/ab67616d0000b273e9a21df97cc7013b36167d93
Your Top Songs 2018,X,"Nicky Jam, J Balvin",173628,9,0,4,0.0364,0.595,0.773,0.00108,0.334,-4.736,0.0549,0.711,180.073,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,https://i.scdn.co/image/ab67616d0000b27326ddcc42228a649e5fbe4350
Your Top Songs 2018,Anyway,"Tyron Hapi, Mimoza",169219,5,0,4,0.0762,0.747,0.844,6.27e-06,0.115,-4.91,0.0822,0.671,103.926,https://open.spotify.com/track/45TAoyg9s00SSI5qtpmMWi,https://i.scdn.co/image/ab67616d0000b273873cd55193865cc0273b2d18
Your Top Songs 2018,Never Be the Same,Camila Cabello,227088,0,1,4,0.145,0.643,0.709,0.000449,0.115,-4.343,0.0733,0.264,129.961,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,https://i.scdn.co/image/ab67616d0000b273e2fd4f9a7ae81c89a204e26b
Your Top Songs 2018,SUBEME LA RADIO,"Enrique Iglesias, Descemer Bueno, Zion & Lennox",207680,0,1,4,0.0642,0.688,0.822,0.0,0.241,-3.304,0.0537,0.66,91.011,https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn,https://i.scdn.co/image/ab67616d0000b273f634ce4f69fc4a7113d35217
Your Top Songs 2018,Side To Side,"Ariana Grande, Nicki Minaj",226160,6,0,4,0.0528,0.65,0.736,0.0,0.235,-5.84,0.229,0.613,159.173,https://open.spotify.com/track/1pKeFVVUOPjFsOABub0OaV,https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd
Your Top Songs 2018,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes, Jason Derulo, De La Ghetto",201526,1,0,4,0.165,0.792,0.895,0.0,0.0501,-3.112,0.0589,0.794,94.968,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,https://i.scdn.co/image/ab67616d0000b273775d1e288c04237d896e8357
Your Top Songs 2018,Take You Down,ILLENIUM,221294,11,1,4,0.511,0.285,0.694,0.000128,0.374,-3.358,0.0482,0.163,170.124,https://open.spotify.com/track/0n30h31bEKiIHXXzPbkdqy,https://i.scdn.co/image/ab67616d0000b2737f516dac5e1530c2a38bc187
Your Top Songs 2018,Only You,Zara Larsson,222373,5,0,4,0.496,0.547,0.592,1.26e-06,0.168,-7.294,0.0388,0.451,164.027,https://open.spotify.com/track/5SleX0NFeODNY7Xenal3gr,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Your Top Songs 2018,rockstar - Acoustic,Sofia Karlberg,212324,9,0,4,0.916,0.583,0.395,0.0,0.141,-9.797,0.031,0.199,129.855,https://open.spotify.com/track/7HJWUrXXblDCasPhph4lMY,https://i.scdn.co/image/ab67616d0000b27392572afff40f46d6b6002b55
Your Top Songs 2018,"I Know You - From The ""Fifty Shades Of Grey"" Soundtrack",Skylar Grey,299307,5,0,4,0.354,0.421,0.409,0.0,0.107,-7.641,0.0318,0.152,147.88,https://open.spotify.com/track/1Ic5yiebfz4GfOTfJnzZ3W,https://i.scdn.co/image/ab67616d0000b273215c2e257c1d15bbe471efb7
Your Top Songs 2018,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",243491,9,0,4,0.255,0.502,0.786,0.0,0.65,-4.378,0.317,0.739,169.021,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,https://i.scdn.co/image/ab67616d0000b2737d8dfcfd507069d7f2062caf
Your Top Songs 2018,Jolene,Ray LaMontagne,250867,7,1,4,0.863,0.588,0.142,0.000162,0.0953,-15.196,0.0329,0.288,119.656,https://open.spotify.com/track/2fSIF8CJhoc9CJhF9vJDXp,https://i.scdn.co/image/ab67616d0000b273d6a05bd7c15919e93d242470
Your Top Songs 2018,Wasted My Love,Axel Mansoor,212524,1,0,4,0.386,0.649,0.489,0.0,0.104,-7.937,0.0876,0.282,148.004,https://open.spotify.com/track/6r8J7TNeXLyE7AWWJWZrPI,https://i.scdn.co/image/ab67616d0000b2731405a1b751b2174ffb708d37
Your Top Songs 2018,No Limit,"G-Eazy, A$AP Rocky, Cardi B",245387,1,1,4,0.0117,0.838,0.771,0.0,0.0853,-3.791,0.244,0.405,175.957,https://open.spotify.com/track/2Xqd0wUttjueBfdcltADOv,https://i.scdn.co/image/ab67616d0000b27330e1314399055d25579f7ae3
Your Top Songs 2018,Super Holiday,Juan Tunix,213000,1,1,4,0.000216,0.744,0.75,0.883,0.0877,-7.459,0.0653,0.82,125.012,https://open.spotify.com/track/2cp2CEasbnZk1R77tezRJC,https://i.scdn.co/image/ab67616d0000b273c15bc5d21d14803ca206618a
Your Top Songs 2018,Misty,Caamp,224446,10,1,4,0.715,0.597,0.402,0.00297,0.111,-7.961,0.0272,0.241,95.119,https://open.spotify.com/track/0jX7GLf5pVGZpchy64sluA,https://i.scdn.co/image/ab67616d0000b273a3072683477029229a38301b
Your Top Songs 2018,God's Plan,Drake,198960,7,1,4,0.0309,0.758,0.448,8.67e-05,0.558,-9.441,0.103,0.373,77.176,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY,https://i.scdn.co/image/ab67616d0000b2735e8f046078b784e6f8502008
Your Top Songs 2018,Pa Mi (with Ozuna),"Tory Lanez, Ozuna",216689,1,0,5,0.0991,0.596,0.557,0.0,0.0565,-7.528,0.132,0.656,133.252,https://open.spotify.com/track/0CYLDwvvpJQySLA5CvqvSl,https://i.scdn.co/image/ab67616d0000b2731fe35db671c036845b56bfb2
Your Top Songs 2018,All the Pretty Girls - Recorded at Spotify Studios NYC,KALEO,307173,1,1,4,0.845,0.471,0.273,0.0,0.12,-10.072,0.0324,0.188,138.683,https://open.spotify.com/track/2Sqv9Ne6ibOZsKxY7o0t6t,https://i.scdn.co/image/ab67616d0000b27334a66326bf9c553d5eda9f73
Your Top Songs 2018,Esperándote,Manuel Turizo,199813,7,1,4,0.425,0.697,0.648,0.0,0.191,-7.123,0.128,0.313,186.125,https://open.spotify.com/track/1nfyE13arjOuO54HH0zmqj,https://i.scdn.co/image/ab67616d0000b273fa2960f06e1f2ed9cedb6d12
Your Top Songs 2018,I Will Return,Skylar Grey,236440,0,1,4,0.168,0.534,0.646,4.74e-06,0.151,-7.533,0.0343,0.0562,124.872,https://open.spotify.com/track/1RbmQY9DbIy0RqWFs04FOX,https://i.scdn.co/image/ab67616d0000b273658f35df0da6f9393a501fbf
Your Top Songs 2018,One Mississippi,Zara Larsson,187907,0,0,4,0.139,0.52,0.512,0.0,0.101,-7.533,0.141,0.321,147.963,https://open.spotify.com/track/7oArXBmMlLCtZdUkXWQZGs,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Your Top Songs 2018,Vente Pa' Ca (feat. Maluma),"Ricky Martin, Maluma",259196,11,0,4,0.00431,0.663,0.92,1.69e-05,0.101,-4.07,0.226,0.533,99.935,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,https://i.scdn.co/image/ab67616d0000b2733d90f5938459be40b7b6652a
Your Top Songs 2018,Shivers,Rachel Platten,175333,0,1,4,0.0934,0.838,0.724,1.73e-06,0.0522,-3.025,0.0754,0.385,112.992,https://open.spotify.com/track/5yjOhc3JKrznGouRHMagoJ,https://i.scdn.co/image/ab67616d0000b27379a74bed80ea8e2ac850af1f
Your Top Songs 2018,Such A Simple Thing,Ray LaMontagne,296387,10,1,4,0.86,0.522,0.256,0.000806,0.142,-11.216,0.0258,0.13,76.349,https://open.spotify.com/track/4PuUa8e5s7P3Zv1IdCGIsa,https://i.scdn.co/image/ab67616d0000b273d9f317365db4f5a792e35c1a
Your Top Songs 2018,Shape of You,Ed Sheeran,233713,1,0,4,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,0.931,95.977,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,https://i.scdn.co/image/ab67616d0000b27383e9b06ccd219248b5301264
Your Top Songs 2018,Out of My Head (feat. Tove Lo and ALMA),"Charli XCX, Tove Lo, ALMA",235737,1,0,4,0.0736,0.851,0.709,0.00137,0.12,-5.157,0.0694,0.42,116.467,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3,https://i.scdn.co/image/ab67616d0000b273c61a793955ac590e672eafe8
Your Top Songs 2018,Answerphone (feat. Yxng Bane),"Banx & Ranx, Ella Eyre, Yxng Bane",190921,1,0,4,0.0387,0.671,0.834,0.0,0.454,-3.928,0.0885,0.454,113.021,https://open.spotify.com/track/1HagMz5nWk1HmevNCBOxF3,https://i.scdn.co/image/ab67616d0000b2731aead9238a3ec947f46b7176
Your Top Songs 2018,Freaky Friday (feat. Chris Brown),"Lil Dicky, Chris Brown",216632,8,1,4,0.147,0.755,0.599,0.0,0.109,-5.042,0.224,0.755,133.123,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,https://i.scdn.co/image/ab67616d0000b273f1115552efd25fa498ec923a
Your Top Songs 2018,More Than You Know,Axwell /\ Ingrosso,203000,5,0,4,0.0275,0.646,0.741,0.0,0.312,-4.973,0.034,0.571,123.077,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP,https://i.scdn.co/image/ab67616d0000b273fba6de0b38b0168d480b1a27
Your Top Songs 2018,Radioactive,Imagine Dragons,186813,9,1,4,0.106,0.448,0.784,0.000108,0.668,-3.686,0.0627,0.236,136.245,https://open.spotify.com/track/4G8gkOterJn0Ywt6uhqbhp,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a
Your Top Songs 2018,Stand By Me,Skylar Grey,146453,7,1,4,0.581,0.491,0.333,0.0,0.0984,-10.004,0.029,0.2,107.969,https://open.spotify.com/track/59ew3BDqan1LlwZOuKA4TJ,https://i.scdn.co/image/ab67616d0000b273b8c98d26aaf3eab9f2872706
Your Top Songs 2018,Crawl Outta Love (The Glitch Mob Remix),"ILLENIUM, The Glitch Mob, Annika Wells",309677,2,1,4,0.00674,0.477,0.799,0.092,0.583,-5.397,0.0869,0.0372,92.785,https://open.spotify.com/track/1FbnBSVi5kMIkxzYewgG4o,https://i.scdn.co/image/ab67616d0000b27346a548dbbb48b4de21fd323f
Your Top Songs 2018,If We Were Vampires,Jason Isbell and the 400 Unit,215564,5,1,4,0.824,0.629,0.208,3.7e-06,0.107,-16.225,0.0324,0.685,96.609,https://open.spotify.com/track/250RLekaiL1q9qZer975Eg,https://i.scdn.co/image/ab67616d0000b2738aac8a5f5e60ea65ec028392
Your Top Songs 2018,Uncover,Zara Larsson,213543,2,1,4,0.4,0.556,0.529,0.0,0.268,-4.464,0.025,0.308,89.887,https://open.spotify.com/track/3DQisSEr1TLp9H0BEeKiQS,https://i.scdn.co/image/ab67616d0000b273a9eccb7ff0ef93cba9e4da5d
Your Top Songs 2018,Silent Thoughts,GentleBeatz,164911,5,0,4,0.742,0.917,0.0289,0.891,0.363,-19.615,0.0466,0.198,126.011,https://open.spotify.com/track/0fFFIADwjNsAbMkeOyS7fC,https://i.scdn.co/image/ab67616d0000b2737b11d908ca864289ce1dfe2b
Your Top Songs 2018,Crazy in Love,Sofia Karlberg,190250,2,0,4,0.519,0.54,0.499,0.0,0.157,-8.73,0.0544,0.316,120.055,https://open.spotify.com/track/7jOvEsDIjHRH0LwCkwZSHS,https://i.scdn.co/image/ab67616d0000b2732cd34f5d8b49de51fcf574cf
Your Top Songs 2018,Cheap Thrills,Sia,211667,6,0,4,0.0472,0.628,0.698,0.00143,0.0907,-5.608,0.105,0.732,89.976,https://open.spotify.com/track/3S4px9f4lceWdKf0gWciFu,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
Your Top Songs 2018,IDGAF,Dua Lipa,217947,7,1,4,0.0403,0.836,0.544,0.0,0.0824,-5.975,0.0943,0.51,97.028,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc
Your Top Songs 2018,Even the Darkness Has Arms,The Barr Brothers,230518,11,1,4,0.813,0.508,0.652,0.148,0.29,-13.102,0.0429,0.746,101.313,https://open.spotify.com/track/6W49z468BT75GsO2tCcBtq,https://i.scdn.co/image/ab67616d0000b273816d7445282f08c6cf117911
Your Top Songs 2018,Unforgettable,"French Montana, Swae Lee",233902,6,1,4,0.0293,0.726,0.769,0.0101,0.104,-5.043,0.123,0.733,97.985,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07
Your Top Songs 2018,La Modelo,"Ozuna, Cardi B",256551,1,1,4,0.213,0.822,0.743,0.0103,0.0957,-2.038,0.0451,0.78,98.005,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH,https://i.scdn.co/image/ab67616d0000b27379b9a937f463259abdb90613
Your Top Songs 2018,Moving Mountains,Skylar Grey,253613,0,0,4,0.911,0.381,0.198,7.96e-05,0.116,-12.864,0.0299,0.2,95.586,https://open.spotify.com/track/1t0cpbl4u8PDW3u29z60x8,https://i.scdn.co/image/ab67616d0000b2732ffab5b5bfbdf1446f793d2c
Your Top Songs 2018,Paris,The Chainsmokers,221520,2,1,4,0.0243,0.646,0.644,0.0,0.0888,-6.763,0.031,0.251,99.999,https://open.spotify.com/track/15vzANxN8G9wWfwAJLLMCg,https://i.scdn.co/image/ab67616d0000b273e1b22ace42c98117458010b4
Your Top Songs 2018,Your Song,Rita Ora,180757,1,1,4,0.158,0.855,0.624,0.0,0.0513,-4.093,0.0488,0.962,117.959,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5,https://i.scdn.co/image/ab67616d0000b273528e7f2b6eda1b2a20ccfb1f
Your Top Songs 2018,Love Lies (with Normani),"Khalid, Normani",201707,6,1,4,0.0956,0.708,0.648,0.0,0.134,-5.626,0.0449,0.338,143.955,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,https://i.scdn.co/image/ab67616d0000b273dd7eaf261543814a6d715d67
Your Top Songs 2018,Maleanta,"Dumore, Juan Magán, Rangel, Sete Sousa",190781,5,1,4,0.16,0.908,0.666,8.25e-05,0.106,-5.323,0.0795,0.963,127.96,https://open.spotify.com/track/6AHPBQO8ZKHVaIVymsCcrQ,https://i.scdn.co/image/ab67616d0000b2732017cbd5c1994e3b4ee2dcbf
Your Top Songs 2018,Hands,"Mike Perry, The Vamps, Sabrina Carpenter",167195,0,0,4,0.0175,0.719,0.705,0.0,0.348,-5.057,0.0444,0.599,100.03,https://open.spotify.com/track/5153LWKMJiMNIRCChGN4Ja,https://i.scdn.co/image/ab67616d0000b273a2267f724c1488091301bd9e
Your Top Songs 2018,Just Hold On,"Steve Aoki, Louis Tomlinson",198774,11,1,4,0.00383,0.647,0.932,1.5e-06,0.0574,-3.515,0.0824,0.374,114.991,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,https://i.scdn.co/image/ab67616d0000b273438bbc1e0a2a03d5620db845
Your Top Songs 2018,Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos",230813,1,0,4,0.498,0.736,0.795,1.21e-06,0.254,-3.299,0.0545,0.511,104.066,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk,https://i.scdn.co/image/ab67616d0000b2731e439ac0ed08d612808f7122
Your Top Songs 2018,Malibu,Miley Cyrus,231906,8,1,4,0.0577,0.565,0.782,4.16e-05,0.0757,-6.413,0.0506,0.4,140.004,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O,https://i.scdn.co/image/ab67616d0000b2732fe7eac044c3912f06432f22
Your Top Songs 2018,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental, Jess Glynne, Macklemore, Dan Caplen",210773,0,1,4,0.194,0.653,0.809,0.0,0.165,-4.057,0.0474,0.55,92.213,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,https://i.scdn.co/image/ab67616d0000b273e9f49a29f00d42d7857794a5
Your Top Songs 2018,One Dance,"Drake, Wizkid, Kyla",173987,1,1,4,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,0.37,103.967,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c
Your Top Songs 2018,Kill For You,"Skylar Grey, Eminem",291667,4,0,4,0.151,0.67,0.8,3.47e-06,0.613,-5.933,0.297,0.268,95.693,https://open.spotify.com/track/0rI56S1biB0efYypn7eNpP,https://i.scdn.co/image/ab67616d0000b2732ffab5b5bfbdf1446f793d2c
Your Top Songs 2018,Thunder,Imagine Dragons,187147,0,1,4,0.00763,0.601,0.809,0.0757,0.145,-4.814,0.0441,0.249,167.96,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn,https://i.scdn.co/image/ab67616d0000b273e9a21df97cc7013b36167d93
Your Top Songs 2018,Silvery,"Novo Amor, Ed Tullett",232613,1,1,4,0.948,0.536,0.357,0.0801,0.334,-11.354,0.033,0.0879,120.057,https://open.spotify.com/track/5NrXVZfQUjjGSnzrTbGblf,https://i.scdn.co/image/ab67616d0000b273cf55f395c1404e1af5490551
Your Top Songs 2018,Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",210093,3,1,4,0.0306,0.664,0.872,0.0,0.228,-3.117,0.0396,0.555,129.873,https://open.spotify.com/track/3djPwpsQAnp8B8gC81e7fk,https://i.scdn.co/image/ab67616d0000b273b234aeff6eedc8276fe0333a
Your Top Songs 2018,The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya, The Greatest Showman Ensemble",302147,11,0,4,0.000239,0.417,0.824,0.0545,0.0725,-7.36,0.105,0.4,157.92,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,https://i.scdn.co/image/ab67616d0000b273a1a7f0b95a16de24a870ea5e
Your Top Songs 2018,Delicate,Taylor Swift,232253,9,0,4,0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,0.0499,95.045,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b
Your Top Songs 2018,Te Necesito,"Domenica, Drei, Marvelus Fame",213552,7,1,4,0.0379,0.722,0.679,3.28e-06,0.253,-5.083,0.0367,0.477,155.901,https://open.spotify.com/track/2fjwtPTOGj1m8U4UZgatq3,https://i.scdn.co/image/ab67616d0000b273705d9e9bb183497f1d950c9c
Your Top Songs 2018,Lights Out (Too Drunk) [feat. Hayla],"DJ Katch, Hayla",197000,6,1,4,0.0529,0.742,0.698,0.00057,0.11,-5.475,0.0701,0.695,115.953,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,https://i.scdn.co/image/ab67616d0000b273acb2fc89f40f545d7d334b5e
Your Top Songs 2018,Mi Gente,"J Balvin, Willy William",189440,11,0,4,0.0179,0.774,0.687,1.17e-05,0.128,-4.818,0.0584,0.308,104.959,https://open.spotify.com/track/4ipnJyDU3Lq15qBAYNqlqK,https://i.scdn.co/image/ab67616d0000b273dc1e881b8bb3e6ca57e82fcd
Your Top Songs 2018,Bad Liar,Selena Gomez,214648,1,1,4,0.189,0.965,0.414,0.0,0.0767,-6.408,0.0713,0.728,121.032,https://open.spotify.com/track/2fZQIJew3nkNe99s2PKzul,https://i.scdn.co/image/ab67616d0000b27381cf523cf3cf268d3e2a243b
Your Top Songs 2018,Good Vibes,"ALMA, Tove Styrke",206702,0,0,4,0.0401,0.662,0.934,0.00163,0.0662,-4.508,0.424,0.404,119.954,https://open.spotify.com/track/6QZI1RKiuU6PfHdr7wnvTk,https://i.scdn.co/image/ab67616d0000b273adc34a518a39ca0d04151165
Your Top Songs 2018,Coming Home - Part II / Bonus Track,Skylar Grey,164827,4,1,4,0.93,0.568,0.283,2.04e-05,0.0906,-9.605,0.0333,0.173,130.052,https://open.spotify.com/track/2EowclmjcHVK6W8xlngurh,https://i.scdn.co/image/ab67616d0000b273ef482f32921f7a61a716006a
Your Top Songs 2018,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",228827,2,1,4,0.228,0.653,0.816,0.0,0.0967,-4.353,0.167,0.816,178.085,https://open.spotify.com/track/6rPO02ozF3bM7NnOV4h6s2,https://i.scdn.co/image/ab67616d0000b273a6a335d613d151c626895a83
