playlist_name,track_name,artist,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,url,cover
Your Top Songs 2018,Where's My Love,SYML,202107,0,0,4,0.857,0.597,0.346,0.0189,0.123,-11.023,0.025,0.428,103.985,https://open.spotify.com/track/6H9Bc39zoXOUhzl5QJb3KQ,https://i.scdn.co/image/ab67616d0000b273ea53c682e4c9621dbbdc2220
Your Top Songs 2018,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"Jason Derulo, Nicki Minaj, Ty Dolla $ign",216409,1,1,4,0.075,0.696,0.817,0.0,0.187,-3.862,0.109,0.782,98.064,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,https://i.scdn.co/image/ab67616d0000b2730d629b7dd61cb5d580acad39
Your Top Songs 2018,On Top Of The World,Imagine Dragons,189840,0,1,4,0.0893,0.635,0.926,4.53e-06,0.0928,-5.589,0.151,0.761,100.048,https://open.spotify.com/track/6KuHjfXHkfnIjdmcIvt9r0,https://i.scdn.co/image/ab67616d0000b273a8f95e7f840c11edfa6cc3bd
Your Top Songs 2018,Hora Loca,"Justin Quiles, DJ Africa, JENCARLOS",215422,7,0,4,0.0505,0.651,0.801,0.0,0.0645,-5.408,0.0726,0.738,166.16,https://open.spotify.com/track/0IfyEwBIhH64zdIHoKOFys,https://i.scdn.co/image/ab67616d0000b27308b1f009fb55cfd2158d9acc
Your Top Songs 2018,Rain in My Eyes,GentleBeatz,178163,7,1,4,0.663,0.647,0.128,0.779,0.0869,-21.8,0.0597,0.152,83.066,https://open.spotify.com/track/48oUF2SU7S3EFw9sVPfR7t,https://i.scdn.co/image/ab67616d0000b2737b11d908ca864289ce1dfe2b
Your Top Songs 2018,Ain't My Fault - R3hab Remix,"Zara Larsson, R3HAB",158773,9,1,4,0.0156,0.67,0.847,0.0,0.22,-3.723,0.043,0.613,150.109,https://open.spotify.com/track/3YPlsrk0Voe8AOa1jyN891,https://i.scdn.co/image/ab67616d0000b273a7dfd1463335cb9caf4495bf
Your Top Songs 2018,no tears left to cry,Ariana Grande,205947,0,1,4,0.0375,0.703,0.696,5.65e-06,0.274,-5.482,0.0529,0.366,121.969,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,https://i.scdn.co/image/ab67616d0000b27365d28ba9f50b2eba46ffc55c
Your Top Songs 2018,The Middle,"Zedd, Maren Morris, Grey",184732,7,1,4,0.171,0.753,0.657,0.0,0.112,-3.061,0.0449,0.437,107.01,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a
Your Top Songs 2018,Jump (with Trippie Redd),"Julia Michaels, Trippie Redd",207857,10,1,4,0.25,0.654,0.547,0.0,0.0961,-6.598,0.127,0.507,173.981,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq,https://i.scdn.co/image/ab67616d0000b273a6ef03e075229fcd2a85eac9
Your Top Songs 2018,Words,Skylar Grey,306787,7,0,4,0.862,0.503,0.325,0.000119,0.0993,-7.976,0.0282,0.2,147.58,https://open.spotify.com/track/0Vt9I0OjHeyAjlpYH1Gz91,https://i.scdn.co/image/ab67616d0000b273312eae9e9623393363bc3812
Your Top Songs 2018,P.Y.T. (Pretty Young Thing),John Gibbons,195852,2,1,4,0.0642,0.612,0.9,1.82e-06,0.431,-2.1,0.0561,0.338,124.535,https://open.spotify.com/track/3o8IcTmHZSt4cHgqO1PkRe,https://i.scdn.co/image/ab67616d0000b273ecaa3c5f5d946808f3aae7be
Your Top Songs 2018,Sense of Home,Harrison Storm,265840,3,1,4,0.892,0.564,0.207,1.8e-06,0.102,-10.926,0.032,0.0898,139.933,https://open.spotify.com/track/68wibJU4yMiqNX79IaLAsN,https://i.scdn.co/image/ab67616d0000b2737f7ed8032a4caf179c9af876
Your Top Songs 2018,reverie,isaac gracie,343249,8,1,3,0.831,0.282,0.244,0.786,0.109,-11.159,0.0281,0.0705,154.499,https://open.spotify.com/track/1g2eirb8uaYn54iEYZl3CS,https://i.scdn.co/image/ab67616d0000b27373cd618239351d9d2aad3bdc
Your Top Songs 2018,Dembow,Danny Ocean,215083,6,1,4,0.0807,0.802,0.744,0.0,0.0917,-5.968,0.078,0.45,99.983,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,https://i.scdn.co/image/ab67616d0000b273418acc3f747c7a42f91c72c6
Your Top Songs 2018,Feel It Still,Portugal. The Man,163253,1,0,4,0.0417,0.801,0.795,0.000113,0.0717,-5.115,0.0504,0.754,79.028,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,https://i.scdn.co/image/ab67616d0000b273af52c228c9619ff6298b08cd
Your Top Songs 2018,Normal,Sasha Alex Sloan,192908,5,1,4,0.485,0.758,0.386,1.47e-05,0.0966,-10.094,0.0646,0.331,120.097,https://open.spotify.com/track/4hOyjY9EUksjyylV1QZaF3,https://i.scdn.co/image/ab67616d0000b2734b14dfa830c4d2e81101e754
Your Top Songs 2018,No Vacancy,OneRepublic,223190,5,1,4,0.0556,0.72,0.727,0.0,0.138,-3.882,0.0489,0.481,99.994,https://open.spotify.com/track/4QeoDcR16IHpmmgFGQDrCp,https://i.scdn.co/image/ab67616d0000b27393dd62dec8ea4eda4d18e446
Your Top Songs 2018,Mama,"Jonas Blue, William Singe",181615,11,0,4,0.091,0.739,0.792,0.0,0.0516,-4.256,0.0418,0.547,104.016,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,https://i.scdn.co/image/ab67616d0000b2731d7a663d22101126d6f64432
Your Top Songs 2018,Everyday,"Logic, Marshmello",204827,1,1,4,0.0346,0.668,0.756,0.0,0.0793,-3.904,0.0382,0.474,149.908,https://open.spotify.com/track/6zOhgKfbMiQWToE6K13s2s,https://i.scdn.co/image/ab67616d0000b2735f0132896cec27f928d90f9a
Your Top Songs 2018,Sorry Not Sorry,Demi Lovato,203760,11,0,4,0.0223,0.702,0.635,0.0,0.283,-6.917,0.265,0.873,144.004,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0,https://i.scdn.co/image/ab67616d0000b27391dc8442223c957094fdca6a
Your Top Songs 2018,Twisted,"Skylar Grey, Eminem, Yelawolf",299000,11,0,4,0.287,0.58,0.527,0.0,0.367,-6.972,0.361,0.177,177.855,https://open.spotify.com/track/4bfWSQpr4hkR3QTRtWS0pJ,https://i.scdn.co/image/ab67616d0000b27331aafa752187cb0284307200
Your Top Songs 2018,Bum Bum Tam Tam,"MC Fioti, Future, J Balvin, Stefflon Don, Juan Magán",213989,1,1,4,0.346,0.896,0.675,8.11e-06,0.262,-3.908,0.124,0.659,131.999,https://open.spotify.com/track/6k2900NjJeVqZM55G3Danu,https://i.scdn.co/image/ab67616d0000b273d1243ff8852e722747ead762
Your Top Songs 2018,Por Hacerme el Bueno,Bacilos,252374,5,0,4,0.0236,0.599,0.759,0.0,0.0827,-6.221,0.11,0.802,195.981,https://open.spotify.com/track/5kTBmo3zNcnlm6saZRFrHR,https://i.scdn.co/image/ab67616d0000b2734dee152bd30924a464eb57b7
Your Top Songs 2018,You Don't Know Me,"Jax Jones, RAYE",213947,11,0,4,0.163,0.877,0.658,0.0,0.108,-6.055,0.132,0.693,123.999,https://open.spotify.com/track/1rFMYAZxBoAKSzXI54brMu,https://i.scdn.co/image/ab67616d0000b2731d883d3f10af481faa3c7e04
Your Top Songs 2018,Dura,Daddy Yankee,200480,1,1,4,0.174,0.783,0.84,0.0,0.412,-3.416,0.051,0.839,95.001,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH,https://i.scdn.co/image/ab67616d0000b27388b0cdcb7bf3515e40ba20a0
Your Top Songs 2018,People Change,Mipso,212853,7,1,4,0.884,0.374,0.276,0.0123,0.122,-14.945,0.0353,0.412,80.169,https://open.spotify.com/track/3Ed55g8hCz1GmqRTelIPIW,https://i.scdn.co/image/ab67616d0000b273a0df886f55a94940157b3d86
Your Top Songs 2018,A Partir De Hoy,"David Bisbal, Sebastian Yatra",196803,6,1,4,0.186,0.652,0.857,0.0,0.377,-5.044,0.0676,0.504,163.963,https://open.spotify.com/track/7ojH6H4wE6XJNgzU4uvNc8,https://i.scdn.co/image/ab67616d0000b273120e3813f0c29385f9bca3ea
Your Top Songs 2018,Sleep On The Floor,The Lumineers,211851,7,1,4,0.249,0.389,0.431,0.0,0.13,-8.061,0.0344,0.275,142.14,https://open.spotify.com/track/5MMZJtHOiH1RmQSSe3DJdg,https://i.scdn.co/image/ab67616d0000b273cd34380a48c22de3d0e475de
Your Top Songs 2018,Friends (with BloodPop®),"Justin Bieber, BloodPop®",189467,8,1,4,0.00389,0.743,0.735,0.0,0.304,-5.337,0.0382,0.631,104.979,https://open.spotify.com/track/7iNIg7XDEaYECfWD5dJ9Va,https://i.scdn.co/image/ab67616d0000b2735e8213c6183630b7d1931bdf
